Date,Day,Hour,Item,Category,Price_NZD,Quantity,Revenue_NZD
2024-03-19,Tuesday,14,Muffin,Food,4.5,1,4.5
2024-03-19,Tuesday,17,Toastie,Food,8.0,1,8.0
2024-03-19,Tuesday,8,Flat White,Coffee,5.5,2,11.0
2024-03-19,Tuesday,13,Muffin,Food,4.5,1,4.5
2024-03-19,Tuesday,16,Banana Bread,Food,5.5,2,11.0
2024-03-19,Tuesday,10,Banana Bread,Food,5.5,2,11.0
2024-03-19,Tuesday,17,Long Black,Coffee,4.5,1,4.5
2024-03-19,Tuesday,9,Croissant,Food,5.0,2,10.0
2024-03-19,Tuesday,12,Espresso,Coffee,4.0,1,4.0
2024-03-19,Tuesday,15,Banana Bread,Food,5.5,1,5.5
2024-03-20,Wednesday,8,Muffin,Food,4.5,2,9.0
2024-03-20,Wednesday,10,Flat White,Coffee,5.5,2,11.0
2024-03-20,Wednesday,8,Toastie,Food,8.0,1,8.0
2024-03-20,Wednesday,9,English Breakfast,Tea,4.0,1,4.0
2024-03-20,Wednesday,10,English Breakfast,Tea,4.0,1,4.0
2024-03-20,Wednesday,12,Toastie,Food,8.0,1,8.0
2024-03-20,Wednesday,12,Espresso,Coffee,4.0,1,4.0
2024-03-20,Wednesday,9,Croissant,Food,5.0,2,10.0
2024-03-20,Wednesday,9,Long Black,Coffee,4.5,1,4.5
2024-03-20,Wednesday,12,Latte,Coffee,5.5,2,11.0
2024-03-20,Wednesday,13,Cappuccino,Coffee,5.5,1,5.5
2024-03-20,Wednesday,12,Latte,Coffee,5.5,1,5.5
2024-03-20,Wednesday,8,Green Tea,Tea,4.0,1,4.0
2024-03-20,Wednesday,12,English Breakfast,Tea,4.0,1,4.0
2024-03-20,Wednesday,10,Chai Latte,Coffee,6.0,2,12.0
2024-03-20,Wednesday,16,Cappuccino,Coffee,5.5,1,5.5
2024-03-20,Wednesday,15,Banana Bread,Food,5.5,1,5.5
2024-03-20,Wednesday,14,Croissant,Food,5.0,1,5.0
2024-03-20,Wednesday,15,Cappuccino,Coffee,5.5,1,5.5
2024-03-20,Wednesday,12,Muffin,Food,4.5,2,9.0
2024-03-20,Wednesday,14,Long Black,Coffee,4.5,1,4.5
2024-03-20,Wednesday,11,Latte,Coffee,5.5,2,11.0
2024-03-20,Wednesday,10,Croissant,Food,5.0,1,5.0
2024-03-20,Wednesday,11,Banana Bread,Food,5.5,1,5.5
2024-03-20,Wednesday,15,Muffin,Food,4.5,2,9.0
2024-03-20,Wednesday,8,Long Black,Coffee,4.5,1,4.5
2024-03-20,Wednesday,9,Flat White,Coffee,5.5,2,11.0
2024-03-20,Wednesday,9,Banana Bread,Food,5.5,1,5.5
2024-03-20,Wednesday,14,Croissant,Food,5.0,1,5.0
2024-03-20,Wednesday,12,Long Black,Coffee,4.5,2,9.0
2024-03-20,Wednesday,9,Flat White,Coffee,5.5,1,5.5
2024-03-20,Wednesday,9,English Breakfast,Tea,4.0,2,8.0
2024-03-20,Wednesday,7,Flat White,Coffee,5.5,1,5.5
2024-03-20,Wednesday,12,Long Black,Coffee,4.5,1,4.5
2024-03-20,Wednesday,13,Banana Bread,Food,5.5,1,5.5
2024-03-20,Wednesday,12,Toastie,Food,8.0,2,16.0
2024-03-20,Wednesday,9,Croissant,Food,5.0,1,5.0
2024-03-20,Wednesday,7,Long Black,Coffee,4.5,2,9.0
2024-03-20,Wednesday,13,Cappuccino,Coffee,5.5,1,5.5
2024-03-20,Wednesday,15,Latte,Coffee,5.5,1,5.5
2024-03-20,Wednesday,9,Latte,Coffee,5.5,1,5.5
2024-03-20,Wednesday,8,Latte,Coffee,5.5,1,5.5
2024-03-20,Wednesday,13,Chai Latte,Coffee,6.0,2,12.0
2024-03-20,Wednesday,8,Croissant,Food,5.0,2,10.0
2024-03-20,Wednesday,13,Banana Bread,Food,5.5,1,5.5
2024-03-20,Wednesday,8,Banana Bread,Food,5.5,1,5.5
2024-03-20,Wednesday,10,Long Black,Coffee,4.5,1,4.5
2024-03-20,Wednesday,13,Latte,Coffee,5.5,1,5.5
2024-03-20,Wednesday,13,Toastie,Food,8.0,1,8.0
2024-03-20,Wednesday,7,Croissant,Food,5.0,1,5.0
2024-03-20,Wednesday,9,Green Tea,Tea,4.0,1,4.0
2024-03-20,Wednesday,7,Chai Latte,Coffee,6.0,1,6.0
2024-03-20,Wednesday,9,Latte,Coffee,5.5,2,11.0
2024-03-20,Wednesday,17,Flat White,Coffee,5.5,1,5.5
2024-03-20,Wednesday,11,Croissant,Food,5.0,1,5.0
2024-03-20,Wednesday,14,Banana Bread,Food,5.5,1,5.5
2024-03-20,Wednesday,15,Latte,Coffee,5.5,1,5.5
2024-03-20,Wednesday,11,Chai Latte,Coffee,6.0,1,6.0
2024-03-20,Wednesday,8,Muffin,Food,4.5,2,9.0
2024-03-20,Wednesday,12,Banana Bread,Food,5.5,1,5.5
2024-03-20,Wednesday,9,Green Tea,Tea,4.0,1,4.0
2024-03-20,Wednesday,8,Chai Latte,Coffee,6.0,1,6.0
2024-03-20,Wednesday,15,Cappuccino,Coffee,5.5,1,5.5
2024-03-20,Wednesday,11,English Breakfast,Tea,4.0,1,4.0
2024-03-20,Wednesday,13,Toastie,Food,8.0,2,16.0
2024-03-20,Wednesday,11,Cappuccino,Coffee,5.5,2,11.0
2024-03-20,Wednesday,9,Green Tea,Tea,4.0,1,4.0
2024-03-20,Wednesday,13,Green Tea,Tea,4.0,2,8.0
2024-03-20,Wednesday,11,Flat White,Coffee,5.5,1,5.5
2024-03-20,Wednesday,11,Latte,Coffee,5.5,1,5.5
2024-03-20,Wednesday,15,English Breakfast,Tea,4.0,2,8.0
2024-03-20,Wednesday,15,Cappuccino,Coffee,5.5,2,11.0
2024-03-20,Wednesday,9,Toastie,Food,8.0,2,16.0
2024-03-20,Wednesday,9,Latte,Coffee,5.5,1,5.5
2024-03-20,Wednesday,14,Green Tea,Tea,4.0,1,4.0
2024-03-20,Wednesday,10,Long Black,Coffee,4.5,1,4.5
2024-03-20,Wednesday,17,Latte,Coffee,5.5,2,11.0
2024-03-20,Wednesday,10,Banana Bread,Food,5.5,1,5.5
2024-03-20,Wednesday,12,Chai Latte,Coffee,6.0,1,6.0
2024-03-20,Wednesday,11,Muffin,Food,4.5,1,4.5
2024-03-20,Wednesday,12,Long Black,Coffee,4.5,2,9.0
2024-03-20,Wednesday,10,Flat White,Coffee,5.5,2,11.0
2024-03-20,Wednesday,10,Croissant,Food,5.0,3,15.0
2024-03-20,Wednesday,10,English Breakfast,Tea,4.0,2,8.0
2024-03-20,Wednesday,9,Croissant,Food,5.0,2,10.0
2024-03-20,Wednesday,9,Espresso,Coffee,4.0,1,4.0
2024-03-20,Wednesday,11,Banana Bread,Food,5.5,1,5.5
2024-03-20,Wednesday,13,Latte,Coffee,5.5,2,11.0
2024-03-20,Wednesday,12,Toastie,Food,8.0,3,24.0
2024-03-21,Thursday,17,Latte,Coffee,5.5,1,5.5
2024-03-21,Thursday,8,Flat White,Coffee,5.5,1,5.5
2024-03-21,Thursday,12,Latte,Coffee,5.5,1,5.5
2024-03-21,Thursday,9,Toastie,Food,8.0,2,16.0
2024-03-21,Thursday,8,Latte,Coffee,5.5,1,5.5
2024-03-21,Thursday,8,Cappuccino,Coffee,5.5,1,5.5
2024-03-21,Thursday,8,Flat White,Coffee,5.5,1,5.5
2024-03-21,Thursday,8,Muffin,Food,4.5,2,9.0
2024-03-21,Thursday,17,Flat White,Coffee,5.5,2,11.0
2024-03-21,Thursday,11,English Breakfast,Tea,4.0,1,4.0
2024-03-21,Thursday,13,Toastie,Food,8.0,1,8.0
2024-03-21,Thursday,9,English Breakfast,Tea,4.0,2,8.0
2024-03-21,Thursday,12,Muffin,Food,4.5,1,4.5
2024-03-21,Thursday,9,Cappuccino,Coffee,5.5,1,5.5
2024-03-21,Thursday,8,Croissant,Food,5.0,2,10.0
2024-03-21,Thursday,14,Chai Latte,Coffee,6.0,1,6.0
2024-03-21,Thursday,8,Croissant,Food,5.0,1,5.0
2024-03-21,Thursday,18,Flat White,Coffee,5.5,1,5.5
2024-03-21,Thursday,11,Banana Bread,Food,5.5,2,11.0
2024-03-21,Thursday,15,Green Tea,Tea,4.0,2,8.0
2024-03-21,Thursday,8,Long Black,Coffee,4.5,2,9.0
2024-03-21,Thursday,8,Chai Latte,Coffee,6.0,2,12.0
2024-03-21,Thursday,11,Toastie,Food,8.0,2,16.0
2024-03-21,Thursday,10,Muffin,Food,4.5,1,4.5
2024-03-21,Thursday,10,Croissant,Food,5.0,1,5.0
2024-03-21,Thursday,8,Long Black,Coffee,4.5,1,4.5
2024-03-21,Thursday,13,Banana Bread,Food,5.5,1,5.5
2024-03-21,Thursday,12,Croissant,Food,5.0,3,15.0
2024-03-21,Thursday,8,Latte,Coffee,5.5,2,11.0
2024-03-21,Thursday,13,English Breakfast,Tea,4.0,1,4.0
2024-03-21,Thursday,18,Long Black,Coffee,4.5,2,9.0
2024-03-21,Thursday,13,Green Tea,Tea,4.0,1,4.0
2024-03-21,Thursday,18,Green Tea,Tea,4.0,2,8.0
2024-03-21,Thursday,14,Latte,Coffee,5.5,1,5.5
2024-03-21,Thursday,15,Espresso,Coffee,4.0,1,4.0
2024-03-21,Thursday,14,Espresso,Coffee,4.0,1,4.0
2024-03-21,Thursday,15,English Breakfast,Tea,4.0,1,4.0
2024-03-21,Thursday,12,Espresso,Coffee,4.0,1,4.0
2024-03-21,Thursday,14,Long Black,Coffee,4.5,1,4.5
2024-03-21,Thursday,10,Long Black,Coffee,4.5,1,4.5
2024-03-21,Thursday,16,Latte,Coffee,5.5,1,5.5
2024-03-21,Thursday,15,Long Black,Coffee,4.5,1,4.5
2024-03-21,Thursday,8,Chai Latte,Coffee,6.0,2,12.0
2024-03-21,Thursday,16,English Breakfast,Tea,4.0,2,8.0
2024-03-21,Thursday,8,Toastie,Food,8.0,2,16.0
2024-03-21,Thursday,9,Latte,Coffee,5.5,1,5.5
2024-03-21,Thursday,15,Espresso,Coffee,4.0,2,8.0
2024-03-21,Thursday,15,Cappuccino,Coffee,5.5,2,11.0
2024-03-21,Thursday,8,Cappuccino,Coffee,5.5,2,11.0
2024-03-21,Thursday,10,Latte,Coffee,5.5,1,5.5
2024-03-21,Thursday,10,Muffin,Food,4.5,1,4.5
2024-03-21,Thursday,9,Long Black,Coffee,4.5,2,9.0
2024-03-21,Thursday,12,Long Black,Coffee,4.5,1,4.5
2024-03-21,Thursday,10,Flat White,Coffee,5.5,1,5.5
2024-03-21,Thursday,7,English Breakfast,Tea,4.0,1,4.0
2024-03-21,Thursday,12,Chai Latte,Coffee,6.0,2,12.0
2024-03-21,Thursday,12,Muffin,Food,4.5,1,4.5
2024-03-21,Thursday,13,Muffin,Food,4.5,1,4.5
2024-03-21,Thursday,8,Toastie,Food,8.0,1,8.0
2024-03-21,Thursday,18,Muffin,Food,4.5,2,9.0
2024-03-21,Thursday,13,English Breakfast,Tea,4.0,1,4.0
2024-03-21,Thursday,16,Banana Bread,Food,5.5,2,11.0
2024-03-21,Thursday,16,Green Tea,Tea,4.0,1,4.0
2024-03-21,Thursday,8,Long Black,Coffee,4.5,3,13.5
2024-03-21,Thursday,11,Green Tea,Tea,4.0,1,4.0
2024-03-21,Thursday,11,Latte,Coffee,5.5,1,5.5
2024-03-21,Thursday,9,Flat White,Coffee,5.5,2,11.0
2024-03-21,Thursday,9,Banana Bread,Food,5.5,1,5.5
2024-03-21,Thursday,8,Espresso,Coffee,4.0,1,4.0
2024-03-21,Thursday,12,Toastie,Food,8.0,1,8.0
2024-03-21,Thursday,14,Banana Bread,Food,5.5,2,11.0
2024-03-21,Thursday,9,Green Tea,Tea,4.0,1,4.0
2024-03-21,Thursday,16,Croissant,Food,5.0,1,5.0
2024-03-21,Thursday,14,Espresso,Coffee,4.0,1,4.0
2024-03-21,Thursday,14,Espresso,Coffee,4.0,1,4.0
2024-03-21,Thursday,18,Cappuccino,Coffee,5.5,1,5.5
2024-03-21,Thursday,9,Chai Latte,Coffee,6.0,1,6.0
2024-03-21,Thursday,12,Green Tea,Tea,4.0,1,4.0
2024-03-21,Thursday,16,Latte,Coffee,5.5,1,5.5
2024-03-21,Thursday,11,Latte,Coffee,5.5,3,16.5
2024-03-21,Thursday,10,Flat White,Coffee,5.5,1,5.5
2024-03-21,Thursday,12,Espresso,Coffee,4.0,1,4.0
2024-03-21,Thursday,9,Muffin,Food,4.5,2,9.0
2024-03-21,Thursday,16,Flat White,Coffee,5.5,1,5.5
2024-03-21,Thursday,15,Espresso,Coffee,4.0,2,8.0
2024-03-21,Thursday,18,Banana Bread,Food,5.5,1,5.5
2024-03-21,Thursday,11,Cappuccino,Coffee,5.5,1,5.5
2024-03-21,Thursday,8,Latte,Coffee,5.5,1,5.5
2024-03-21,Thursday,9,Chai Latte,Coffee,6.0,1,6.0
2024-03-21,Thursday,9,Muffin,Food,4.5,3,13.5
2024-03-21,Thursday,7,Long Black,Coffee,4.5,1,4.5
2024-03-21,Thursday,13,Muffin,Food,4.5,1,4.5
2024-03-21,Thursday,18,Cappuccino,Coffee,5.5,2,11.0
2024-03-21,Thursday,12,Long Black,Coffee,4.5,1,4.5
2024-03-21,Thursday,8,Latte,Coffee,5.5,2,11.0
2024-03-21,Thursday,12,Long Black,Coffee,4.5,1,4.5
2024-03-21,Thursday,7,Long Black,Coffee,4.5,2,9.0
2024-03-21,Thursday,9,Banana Bread,Food,5.5,1,5.5
2024-03-21,Thursday,8,Green Tea,Tea,4.0,1,4.0
2024-03-21,Thursday,9,Long Black,Coffee,4.5,1,4.5
2024-03-21,Thursday,9,Espresso,Coffee,4.0,1,4.0
2024-03-21,Thursday,12,Long Black,Coffee,4.5,1,4.5
2024-03-21,Thursday,11,Toastie,Food,8.0,1,8.0
2024-03-21,Thursday,11,Espresso,Coffee,4.0,2,8.0
2024-03-21,Thursday,11,Chai Latte,Coffee,6.0,2,12.0
2024-03-21,Thursday,9,Toastie,Food,8.0,1,8.0
2024-03-21,Thursday,10,Cappuccino,Coffee,5.5,1,5.5
2024-03-21,Thursday,10,Espresso,Coffee,4.0,1,4.0
2024-03-21,Thursday,15,Muffin,Food,4.5,2,9.0
2024-03-21,Thursday,8,Croissant,Food,5.0,1,5.0
2024-03-21,Thursday,17,Muffin,Food,4.5,3,13.5
2024-03-21,Thursday,12,English Breakfast,Tea,4.0,2,8.0
2024-03-21,Thursday,15,Muffin,Food,4.5,1,4.5
2024-03-21,Thursday,16,Green Tea,Tea,4.0,1,4.0
2024-03-21,Thursday,9,Latte,Coffee,5.5,2,11.0
2024-03-21,Thursday,11,Flat White,Coffee,5.5,1,5.5
2024-03-21,Thursday,8,Croissant,Food,5.0,1,5.0
2024-03-21,Thursday,7,Muffin,Food,4.5,1,4.5
2024-03-21,Thursday,8,English Breakfast,Tea,4.0,1,4.0
2024-03-21,Thursday,9,Toastie,Food,8.0,2,16.0
2024-03-21,Thursday,13,Green Tea,Tea,4.0,1,4.0
2024-03-21,Thursday,11,Muffin,Food,4.5,1,4.5
2024-03-21,Thursday,12,Flat White,Coffee,5.5,1,5.5
2024-03-21,Thursday,8,Banana Bread,Food,5.5,1,5.5
2024-03-21,Thursday,15,Green Tea,Tea,4.0,1,4.0
2024-03-21,Thursday,8,Muffin,Food,4.5,1,4.5
2024-03-21,Thursday,8,Long Black,Coffee,4.5,2,9.0
2024-03-21,Thursday,9,English Breakfast,Tea,4.0,1,4.0
2024-03-21,Thursday,10,Chai Latte,Coffee,6.0,1,6.0
2024-03-22,Friday,9,Chai Latte,Coffee,6.0,1,6.0
2024-03-22,Friday,13,Flat White,Coffee,5.5,1,5.5
2024-03-22,Friday,10,Espresso,Coffee,4.0,1,4.0
2024-03-22,Friday,16,Cappuccino,Coffee,5.5,1,5.5
2024-03-22,Friday,13,Muffin,Food,4.5,2,9.0
2024-03-22,Friday,18,Croissant,Food,5.0,1,5.0
2024-03-22,Friday,16,Espresso,Coffee,4.0,1,4.0
2024-03-22,Friday,16,Chai Latte,Coffee,6.0,2,12.0
2024-03-22,Friday,10,Muffin,Food,4.5,2,9.0
2024-03-22,Friday,9,Espresso,Coffee,4.0,1,4.0
2024-03-22,Friday,15,Espresso,Coffee,4.0,2,8.0
2024-03-22,Friday,14,Latte,Coffee,5.5,1,5.5
2024-03-22,Friday,13,Cappuccino,Coffee,5.5,2,11.0
2024-03-22,Friday,14,Espresso,Coffee,4.0,3,12.0
2024-03-22,Friday,15,Flat White,Coffee,5.5,3,16.5
2024-03-22,Friday,13,Croissant,Food,5.0,1,5.0
2024-03-22,Friday,13,Green Tea,Tea,4.0,2,8.0
2024-03-22,Friday,14,Espresso,Coffee,4.0,1,4.0
2024-03-22,Friday,14,Green Tea,Tea,4.0,2,8.0
2024-03-22,Friday,9,Espresso,Coffee,4.0,1,4.0
2024-03-22,Friday,14,Croissant,Food,5.0,2,10.0
2024-03-22,Friday,13,Chai Latte,Coffee,6.0,1,6.0
2024-03-22,Friday,9,Latte,Coffee,5.5,1,5.5
2024-03-22,Friday,8,Cappuccino,Coffee,5.5,1,5.5
2024-03-22,Friday,12,Chai Latte,Coffee,6.0,1,6.0
2024-03-22,Friday,14,Long Black,Coffee,4.5,1,4.5
2024-03-22,Friday,9,Croissant,Food,5.0,2,10.0
2024-03-22,Friday,8,Toastie,Food,8.0,1,8.0
2024-03-22,Friday,10,English Breakfast,Tea,4.0,1,4.0
2024-03-22,Friday,9,Green Tea,Tea,4.0,1,4.0
2024-03-22,Friday,17,Green Tea,Tea,4.0,1,4.0
2024-03-22,Friday,9,Long Black,Coffee,4.5,1,4.5
2024-03-22,Friday,9,Muffin,Food,4.5,1,4.5
2024-03-22,Friday,13,Long Black,Coffee,4.5,1,4.5
2024-03-22,Friday,8,Long Black,Coffee,4.5,1,4.5
2024-03-22,Friday,11,Latte,Coffee,5.5,1,5.5
2024-03-22,Friday,15,Flat White,Coffee,5.5,1,5.5
2024-03-22,Friday,9,English Breakfast,Tea,4.0,1,4.0
2024-03-22,Friday,15,English Breakfast,Tea,4.0,2,8.0
2024-03-22,Friday,8,Cappuccino,Coffee,5.5,1,5.5
2024-03-22,Friday,17,Croissant,Food,5.0,1,5.0
2024-03-22,Friday,7,Croissant,Food,5.0,2,10.0
2024-03-22,Friday,12,English Breakfast,Tea,4.0,1,4.0
2024-03-22,Friday,11,Chai Latte,Coffee,6.0,1,6.0
2024-03-22,Friday,13,Long Black,Coffee,4.5,2,9.0
2024-03-22,Friday,15,Chai Latte,Coffee,6.0,1,6.0
2024-03-22,Friday,10,English Breakfast,Tea,4.0,2,8.0
2024-03-22,Friday,14,Flat White,Coffee,5.5,3,16.5
2024-03-22,Friday,14,Green Tea,Tea,4.0,1,4.0
2024-03-22,Friday,12,Flat White,Coffee,5.5,1,5.5
2024-03-22,Friday,8,English Breakfast,Tea,4.0,1,4.0
2024-03-22,Friday,10,Muffin,Food,4.5,1,4.5
2024-03-22,Friday,9,Latte,Coffee,5.5,1,5.5
2024-03-22,Friday,11,Banana Bread,Food,5.5,2,11.0
2024-03-22,Friday,8,Flat White,Coffee,5.5,2,11.0
2024-03-22,Friday,13,Muffin,Food,4.5,2,9.0
2024-03-22,Friday,13,Green Tea,Tea,4.0,1,4.0
2024-03-22,Friday,10,Cappuccino,Coffee,5.5,1,5.5
2024-03-22,Friday,9,Chai Latte,Coffee,6.0,1,6.0
2024-03-22,Friday,18,Chai Latte,Coffee,6.0,1,6.0
2024-03-22,Friday,10,Chai Latte,Coffee,6.0,3,18.0
2024-03-22,Friday,16,Banana Bread,Food,5.5,1,5.5
2024-03-22,Friday,10,Banana Bread,Food,5.5,1,5.5
2024-03-22,Friday,16,Flat White,Coffee,5.5,2,11.0
2024-03-22,Friday,7,Flat White,Coffee,5.5,2,11.0
2024-03-22,Friday,12,Latte,Coffee,5.5,1,5.5
2024-03-22,Friday,9,Muffin,Food,4.5,3,13.5
2024-03-22,Friday,13,Green Tea,Tea,4.0,1,4.0
2024-03-22,Friday,12,Muffin,Food,4.5,1,4.5
2024-03-22,Friday,12,Chai Latte,Coffee,6.0,3,18.0
2024-03-22,Friday,8,Banana Bread,Food,5.5,2,11.0
2024-03-22,Friday,11,English Breakfast,Tea,4.0,2,8.0
2024-03-22,Friday,9,Latte,Coffee,5.5,1,5.5
2024-03-22,Friday,9,Green Tea,Tea,4.0,2,8.0
2024-03-22,Friday,11,Banana Bread,Food,5.5,1,5.5
2024-03-22,Friday,11,Espresso,Coffee,4.0,2,8.0
2024-03-22,Friday,13,Green Tea,Tea,4.0,1,4.0
2024-03-22,Friday,15,Green Tea,Tea,4.0,1,4.0
2024-03-22,Friday,8,Flat White,Coffee,5.5,2,11.0
2024-03-22,Friday,13,Green Tea,Tea,4.0,1,4.0
2024-03-22,Friday,12,Flat White,Coffee,5.5,1,5.5
2024-03-22,Friday,12,Toastie,Food,8.0,1,8.0
2024-03-22,Friday,9,Flat White,Coffee,5.5,2,11.0
2024-03-22,Friday,12,English Breakfast,Tea,4.0,1,4.0
2024-03-22,Friday,9,Chai Latte,Coffee,6.0,1,6.0
2024-03-22,Friday,11,Muffin,Food,4.5,1,4.5
2024-03-22,Friday,8,Latte,Coffee,5.5,1,5.5
2024-03-22,Friday,10,Latte,Coffee,5.5,1,5.5
2024-03-22,Friday,10,English Breakfast,Tea,4.0,1,4.0
2024-03-22,Friday,15,Croissant,Food,5.0,1,5.0
2024-03-22,Friday,8,Toastie,Food,8.0,2,16.0
2024-03-22,Friday,10,English Breakfast,Tea,4.0,1,4.0
2024-03-22,Friday,9,Flat White,Coffee,5.5,1,5.5
2024-03-22,Friday,12,Latte,Coffee,5.5,1,5.5
2024-03-22,Friday,16,Banana Bread,Food,5.5,1,5.5
2024-03-22,Friday,13,Croissant,Food,5.0,1,5.0
2024-03-22,Friday,9,Latte,Coffee,5.5,1,5.5
2024-03-22,Friday,14,Green Tea,Tea,4.0,1,4.0
2024-03-22,Friday,16,English Breakfast,Tea,4.0,1,4.0
2024-03-22,Friday,8,Long Black,Coffee,4.5,2,9.0
2024-03-22,Friday,8,Long Black,Coffee,4.5,1,4.5
2024-03-22,Friday,10,Long Black,Coffee,4.5,1,4.5
2024-03-22,Friday,17,Chai Latte,Coffee,6.0,1,6.0
2024-03-22,Friday,8,Muffin,Food,4.5,2,9.0
2024-03-22,Friday,14,Banana Bread,Food,5.5,1,5.5
2024-03-22,Friday,8,Muffin,Food,4.5,1,4.5
2024-03-22,Friday,16,Muffin,Food,4.5,1,4.5
2024-03-22,Friday,12,Toastie,Food,8.0,2,16.0
2024-03-22,Friday,14,Cappuccino,Coffee,5.5,3,16.5
2024-03-22,Friday,12,Chai Latte,Coffee,6.0,1,6.0
2024-03-22,Friday,12,Latte,Coffee,5.5,1,5.5
2024-03-22,Friday,10,Cappuccino,Coffee,5.5,1,5.5
2024-03-22,Friday,9,Latte,Coffee,5.5,1,5.5
2024-03-22,Friday,9,Muffin,Food,4.5,1,4.5
2024-03-22,Friday,16,Flat White,Coffee,5.5,2,11.0
2024-03-22,Friday,18,Latte,Coffee,5.5,2,11.0
2024-03-22,Friday,15,Espresso,Coffee,4.0,1,4.0
2024-03-22,Friday,12,Cappuccino,Coffee,5.5,1,5.5
2024-03-22,Friday,8,Muffin,Food,4.5,2,9.0
2024-03-22,Friday,12,Long Black,Coffee,4.5,3,13.5
2024-03-22,Friday,15,Muffin,Food,4.5,2,9.0
2024-03-22,Friday,8,Croissant,Food,5.0,1,5.0
2024-03-22,Friday,11,Espresso,Coffee,4.0,1,4.0
2024-03-22,Friday,8,Green Tea,Tea,4.0,1,4.0
2024-03-22,Friday,9,Banana Bread,Food,5.5,1,5.5
2024-03-22,Friday,9,Latte,Coffee,5.5,1,5.5
2024-03-23,Saturday,9,Espresso,Coffee,4.0,1,4.0
2024-03-23,Saturday,11,Latte,Coffee,5.5,1,5.5
2024-03-23,Saturday,8,Muffin,Food,4.5,3,13.5
2024-03-23,Saturday,13,Muffin,Food,4.5,1,4.5
2024-03-23,Saturday,13,Chai Latte,Coffee,6.0,1,6.0
2024-03-23,Saturday,13,Green Tea,Tea,4.0,1,4.0
2024-03-23,Saturday,14,Espresso,Coffee,4.0,1,4.0
2024-03-23,Saturday,12,Muffin,Food,4.5,1,4.5
2024-03-23,Saturday,8,Muffin,Food,4.5,1,4.5
2024-03-23,Saturday,8,Espresso,Coffee,4.0,1,4.0
2024-03-23,Saturday,17,Toastie,Food,8.0,2,16.0
2024-03-23,Saturday,7,Toastie,Food,8.0,2,16.0
2024-03-23,Saturday,18,Toastie,Food,8.0,1,8.0
2024-03-23,Saturday,7,Toastie,Food,8.0,2,16.0
2024-03-23,Saturday,12,Banana Bread,Food,5.5,1,5.5
2024-03-23,Saturday,14,Green Tea,Tea,4.0,1,4.0
2024-03-23,Saturday,10,Cappuccino,Coffee,5.5,1,5.5
2024-03-23,Saturday,8,English Breakfast,Tea,4.0,1,4.0
2024-03-23,Saturday,12,Banana Bread,Food,5.5,2,11.0
2024-03-23,Saturday,15,Green Tea,Tea,4.0,3,12.0
2024-03-23,Saturday,7,Banana Bread,Food,5.5,1,5.5
2024-03-23,Saturday,12,Toastie,Food,8.0,1,8.0
2024-03-23,Saturday,7,Muffin,Food,4.5,1,4.5
2024-03-23,Saturday,13,Banana Bread,Food,5.5,2,11.0
2024-03-23,Saturday,17,English Breakfast,Tea,4.0,1,4.0
2024-03-23,Saturday,8,English Breakfast,Tea,4.0,1,4.0
2024-03-23,Saturday,9,Flat White,Coffee,5.5,1,5.5
2024-03-23,Saturday,13,Espresso,Coffee,4.0,1,4.0
2024-03-23,Saturday,12,Cappuccino,Coffee,5.5,1,5.5
2024-03-23,Saturday,9,Latte,Coffee,5.5,1,5.5
2024-03-23,Saturday,10,Chai Latte,Coffee,6.0,1,6.0
2024-03-23,Saturday,13,Chai Latte,Coffee,6.0,1,6.0
2024-03-23,Saturday,11,Banana Bread,Food,5.5,1,5.5
2024-03-23,Saturday,17,Banana Bread,Food,5.5,2,11.0
2024-03-23,Saturday,10,Green Tea,Tea,4.0,1,4.0
2024-03-23,Saturday,12,Cappuccino,Coffee,5.5,1,5.5
2024-03-23,Saturday,10,Espresso,Coffee,4.0,2,8.0
2024-03-23,Saturday,9,Green Tea,Tea,4.0,1,4.0
2024-03-23,Saturday,12,Flat White,Coffee,5.5,2,11.0
2024-03-23,Saturday,7,Latte,Coffee,5.5,1,5.5
2024-03-23,Saturday,18,Croissant,Food,5.0,1,5.0
2024-03-23,Saturday,10,Espresso,Coffee,4.0,1,4.0
2024-03-23,Saturday,8,Chai Latte,Coffee,6.0,1,6.0
2024-03-23,Saturday,10,Cappuccino,Coffee,5.5,1,5.5
2024-03-23,Saturday,12,Croissant,Food,5.0,2,10.0
2024-03-23,Saturday,11,Green Tea,Tea,4.0,1,4.0
2024-03-23,Saturday,13,Muffin,Food,4.5,1,4.5
2024-03-23,Saturday,9,Green Tea,Tea,4.0,1,4.0
2024-03-23,Saturday,8,Cappuccino,Coffee,5.5,2,11.0
2024-03-23,Saturday,8,Flat White,Coffee,5.5,2,11.0
2024-03-23,Saturday,18,Toastie,Food,8.0,2,16.0
2024-03-23,Saturday,12,Espresso,Coffee,4.0,1,4.0
2024-03-24,Sunday,9,English Breakfast,Tea,4.0,2,8.0
2024-03-24,Sunday,8,Muffin,Food,4.5,1,4.5
2024-03-24,Sunday,11,Chai Latte,Coffee,6.0,1,6.0
2024-03-24,Sunday,13,Croissant,Food,5.0,1,5.0
2024-03-24,Sunday,18,Toastie,Food,8.0,1,8.0
2024-03-24,Sunday,8,Muffin,Food,4.5,1,4.5
2024-03-24,Sunday,8,Latte,Coffee,5.5,1,5.5
2024-03-24,Sunday,14,Flat White,Coffee,5.5,3,16.5
